Province_Name,District_Name,Crop_Year,Season,Crop,Area,Yield
Sabaragamuwa,Ratnapura,2014,Maha,Brinjal,532,12483
Southern,Galle,2014,Maha,Cabbage,29,357
Northern,Kilinochchi,2014,Maha,Maize,63701,611020
Southern,Matara,2014,Yala,Rice,29695,111742
Northern,Mannar,2014,Yala,Tomato,524,7100
Eastern,Ampara,2014,Maha,Rice,285302,1111932
North Central,Polonnaruwa,1997,Yala,Maize,200,100
Uva,Monaragala,1997,Yala,Rice,47700,77500
Western,Colombo,1997,Yala,Rice,13000,27700
Southern,Galle,1998,Yala,Maize,100,100
Central,Nuwara Eliya,1998,Yala,Rice,59200,169800
Northern,Vavuniya,1998,Maha,Rice,17000,41600
Western,Gampaha,1999,Maha,Maize,104,295
Central,Nuwara Eliya,1999,Maha,Rice,54783,134484
Western,Gampaha,1999,Maha,Maize,11,53
Uva,Badulla,1999,Maha,Rice,6828,12921
Central,Nuwara Eliya,2000,Maha,Maize,104,271
Sabaragamuwa,Ratnapura,2000,Maha,Rice,60412,170120
North Western,Puttalam,2000,Maha,Maize,51,275
Sabaragamuwa,Ratnapura,2000,Maha,Rice,7426,6134
North Western,Kurunegala,2000,Yala,Banana,3620,161828
Sabaragamuwa,Ratnapura,2001,Yala,Maize,53,142
North Western,Kurunegala,2001,Yala,Rice,38218,96883
North Western,Kurunegala,2001,Maha,Maize,31,201
North Central,Anuradhapura,2001,Maha,Rice,37550,98231
Northern,Vavuniya,2001,Maha,Banana,4074,132748
Northern,Mullaitivu,2002,Maha,Maize,136,132
North Central,Polonnaruwa,2002,Maha,Rice,27457,56424
Western,Gampaha,2002,Maha,Maize,25,173
Eastern,Trincomalee,2002,Maha,Rice,9203,16446
Western,Colombo,2002,Yala,Banana,4574,299574
Central,Kandy,2002,Yala,Brinjal,489,6912
Central,Kandy,2002,Maha,Mango,17743,88929
North Western,Kurunegala,2002,Maha,Papaya,3132,408557
Sabaragamuwa,Ratnapura,2002,Yala,Tomato,2443,26194
Sabaragamuwa,Kegalle,2003,Maha,Maize,68,117
Northern,Kilinochchi,2003,Yala,Rice,23356,60025
Southern,Galle,2003,Maha,Maize,4,22
Western,Colombo,2003,Yala,Rice,10767,24032
Uva,Badulla,2003,Yala,Banana,3771,158827
Sabaragamuwa,Ratnapura,2003,Maha,Brinjal,520,7959
Uva,Monaragala,2003,Maha,Mango,17864,359248
North Western,Puttalam,2003,Maha,Papaya,2272,281598
Uva,Badulla,2003,Maha,Tomato,3181,39828
North Central,Polonnaruwa,2004,Yala,Maize,125,359
Uva,Monaragala,2004,Yala,Rice,46932,149619
Eastern,Batticaloa,2004,Yala,Rice,5689,11424
North Western,Puttalam,2004,Maha,Banana,3396,197474
Western,Colombo,2005,Yala,Maize,156,804
North Central,Polonnaruwa,2005,Yala,Rice,45556,85828
Sabaragamuwa,Kegalle,2005,Maha,Maize,1,7
Central,Nuwara Eliya,2005,Maha,Rice,21197,55791
Western,Colombo,2005,Yala,Banana,2978,196691
Central,Nuwara Eliya,2006,Yala,Maize,123,439
North Western,Puttalam,2006,Yala,Rice,41908,114493
North Central,Anuradhapura,2006,Maha,Maize,35,265
Northern,Jaffna,2006,Yala,Rice,4997,10963
Sabaragamuwa,Ratnapura,2006,Maha,Banana,4440,275653
Eastern,Batticaloa,2007,Maha,Rice,45000,139000
Northern,Mullaitivu,2007,Maha,Rice,17000,45000
North Western,Kurunegala,2008,Yala,Maize,623,2909
Western,Gampaha,2008,Maha,Rice,50183,87168
Eastern,Ampara,2008,Yala,Maize,1398,12344
Uva,Badulla,2008,Maha,Rice,14883,41271
Eastern,Trincomalee,2008,Yala,Banana,4058,221705
North Western,Puttalam,2009,Yala,Maize,559,2072
Southern,Galle,2009,Yala,Rice,52423,153757
Uva,Badulla,2009,Yala,Maize,840,6140
Central,Nuwara Eliya,2009,Maha,Rice,12894,34169
Sabaragamuwa,Kegalle,2009,Yala,Banana,5985,381424
Central,Matale,2010,Maha,Maize,426,2182
Eastern,Batticaloa,2010,Maha,Rice,53345,80657
Central,Nuwara Eliya,2010,Maha,Maize,987,8998
North Western,Puttalam,2010,Maha,Rice,17037,48896
Western,Colombo,2010,Maha,Banana,8706,488607
Sabaragamuwa,Ratnapura,2011,Yala,Maize,574,1903
Central,Matale,2011,Maha,Rice,47290,141161
Central,Matale,2011,Yala,Maize,1014,7868
Eastern,Ampara,2011,Yala,Rice,6606,17499
Western,Kalutara,2011,Yala,Banana,7900,518880
Northern,Mannar,2012,Yala,Brinjal,672,12235
Central,Matale,2012,Maha,Maize,497,2017
North Western,Kurunegala,2012,Maha,Mango,20328,205333
Southern,Hambantota,2012,Maha,Papaya,1674,181328
Sabaragamuwa,Ratnapura,2012,Yala,Rice,24147,61551
Central,Matale,2012,Yala,Tomato,3504,52945
North Western,Kurunegala,2012,Maha,Brinjal,361,6573
North Western,Puttalam,2012,Maha,Cabbage,1,26
Sabaragamuwa,Ratnapura,2012,Yala,Maize,2201,15596
Northern,Vavuniya,2012,Maha,Papaya,829,89897
North Western,Kurunegala,2012,Yala,Rice,6601,19249
Southern,Matara,2012,Yala,Tomato,2039,48814
North Western,Puttalam,2013,Maha,Brinjal,436,10788
North Western,Puttalam,2013,Maha,Maize,1125,4537
North Western,Kurunegala,2013,Yala,Mango,20675,159714
Northern,Kilinochchi,2013,Yala,Papaya,1876,131607
Central,Kandy,2013,Maha,Rice,51753,148842
North Western,Puttalam,2013,Maha,Tomato,2638,132441
Western,Colombo,2013,Maha,Brinjal,495,12247
Central,Nuwara Eliya,2013,Maha,Maize,4364,32529
Northern,Jaffna,2013,Yala,Rice,10959,29447
North Central,Polonnaruwa,2013,Yala,Tomato,2803,68522
Central,Matale,2013,Yala,Banana,8438,497926
Central,Matale,2014,Yala,Brinjal,511,12129
Uva,Badulla,2014,Yala,Maize,408,1336
Eastern,Ampara,2014,Maha,Mango,21244,77817
Uva,Monaragala,2014,Yala,Papaya,789,84511
Southern,Galle,2014,Yala,Rice,42124,155648
Eastern,Trincomalee,2014,Maha,Tomato,2881,75102
Sabaragamuwa,Kegalle,2014,Yala,Brinjal,358,8497
Sabaragamuwa,Kegalle,2014,Maha,Maize,2945,19243
Northern,Mannar,2014,Maha,Papaya,729,78084
Eastern,Batticaloa,2014,Yala,Rice,3761,10189
Central,Kandy,2014,Yala,Tomato,2027,64448
Sabaragamuwa,Kegalle,2014,Yala,Rice,45885,165837
North Western,Puttalam,1997,Yala,Maize,5900,10500
Western,Kalutara,1997,Maha,Rice,257900,699400
Central,Kandy,1997,Maha,Maize,2200,8200
Southern,Matara,1997,Maha,Rice,116300,393500
North Western,Kurunegala,1998,Yala,Maize,3000,6200
North Western,Puttalam,1998,Maha,Rice,280800,759900
Eastern,Trincomalee,1998,Yala,Maize,1700,8600
Northern,Mannar,1998,Maha,Rice,134500,491200
Southern,Galle,1999,Maha,Maize,5147,14623
Sabaragamuwa,Ratnapura,1999,Yala,Rice,278415,834490
Eastern,Trincomalee,1999,Maha,Maize,2301,11139
Sabaragamuwa,Ratnapura,1999,Yala,Rice,127888,457596
Eastern,Batticaloa,2000,Maha,Maize,7375,19205
Eastern,Ampara,2000,Maha,Rice,281343,868787
Eastern,Ampara,2000,Yala,Maize,3009,16200
Northern,Mannar,2000,Maha,Rice,112917,408308
Eastern,Batticaloa,2000,Maha,Banana,1363,26208
North Central,Anuradhapura,2001,Maha,Maize,4512,12061
Western,Colombo,2001,Yala,Rice,245114,714507
Sabaragamuwa,Kegalle,2001,Yala,Maize,2707,17522
Central,Nuwara Eliya,2001,Yala,Rice,98472,358635
Uva,Monaragala,2001,Yala,Banana,1556,3946
Southern,Hambantota,2002,Maha,Maize,5834,5653
Northern,Vavuniya,2002,Maha,Rice,243910,761243
Central,Nuwara Eliya,2002,Yala,Maize,4186,29002
North Western,Kurunegala,2002,Yala,Rice,2185,5688
North Central,Polonnaruwa,2002,Maha,Banana,1346,20586
Uva,Badulla,2002,Yala,Brinjal,906,11965
Central,Matale,2002,Yala,Cabbage,341,0
Central,Kandy,2002,Yala,Mango,62800,234926
North Central,Anuradhapura,2002,Yala,Papaya,23,3000
Uva,Badulla,2002,Maha,Tomato,1322,9348
North Western,Puttalam,2003,Maha,Maize,6576,11284
Eastern,Trincomalee,2003,Yala,Rice,222367,526565
Sabaragamuwa,Kegalle,2003,Yala,Maize,5626,31506
North Western,Puttalam,2003,Maha,Rice,7486,19359
Eastern,Batticaloa,2003,Maha,Banana,1249,15574
Northern,Mullaitivu,2003,Yala,Brinjal,905,17203
Western,Kalutara,2003,Maha,Cabbage,288,0
Southern,Matara,2003,Maha,Mango,62652,147294
Southern,Hambantota,2003,Maha,Papaya,18,1635
Sabaragamuwa,Ratnapura,2003,Maha,Tomato,1650,16110
Uva,Monaragala,2004,Maha,Maize,7788,35467
North Central,Anuradhapura,2004,Maha,Rice,245306,804849
Uva,Badulla,2004,Yala,Maize,5607,45170
North Central,Polonnaruwa,2004,Maha,Rice,10017,31584
Uva,Monaragala,2004,Maha,Banana,1543,19223
Western,Gampaha,2005,Yala,Maize,7483,37797
Northern,Jaffna,2005,Yala,Rice,254919,697203
Northern,Mannar,2005,Yala,Maize,5988,38162
Eastern,Ampara,2005,Yala,Rice,104332,409399
Northern,Mullaitivu,2005,Yala,Banana,1601,27059
Northern,Mullaitivu,2006,Yala,Maize,4971,22504
North Western,Kurunegala,2006,Yala,Rice,251433,521221
North Western,Kurunegala,2006,Yala,Maize,6131,57552
Eastern,Ampara,2006,Yala,Rice,94862,355638
Sabaragamuwa,Kegalle,2006,Maha,Banana,1509,29004
North Western,Kurunegala,2007,Yala,Maize,4000,23000
Sabaragamuwa,Ratnapura,2007,Yala,Rice,261000,944000
Central,Matale,2007,Maha,Maize,13000,102000
North Western,Puttalam,2007,Maha,Rice,94000,355000
Western,Colombo,2008,Yala,Maize,5070,25005
Eastern,Batticaloa,2008,Yala,Rice,273878,959395
Central,Kandy,2008,Maha,Maize,24249,205365
Western,Colombo,2008,Yala,Rice,120655,467900
Western,Gampaha,2008,Yala,Banana,1475,40328
Western,Gampaha,2009,Yala,Maize,3552,16339
Sabaragamuwa,Ratnapura,2009,Yala,Rice,228196,784310
Uva,Badulla,2009,Yala,Maize,16863,139676
Central,Kandy,2009,Yala,Rice,108442,424984
North Central,Anuradhapura,2009,Yala,Banana,1632,35124
Central,Matale,2010,Yala,Maize,2468,11163
Uva,Badulla,2010,Maha,Rice,260350,722978
Central,Nuwara Eliya,2010,Maha,Maize,16750,142945
Northern,Kilinochchi,2010,Yala,Rice,94991,367710
North Central,Anuradhapura,2010,Yala,Banana,1465,33847
Uva,Badulla,2011,Yala,Maize,4876,19275
Sabaragamuwa,Kegalle,2011,Yala,Rice,262826,980105
Southern,Hambantota,2011,Yala,Maize,19811,145631
Uva,Badulla,2011,Yala,Rice,9203,31437
Eastern,Ampara,2011,Maha,Banana,1180,35937
Uva,Monaragala,2012,Maha,Brinjal,521,5390
Northern,Mannar,2012,Maha,Cabbage,43,1132
Southern,Matara,2012,Yala,Maize,5246,24856
Northern,Kilinochchi,2012,Yala,Mango,54501,436226
Southern,Galle,2012,Yala,Papaya,80,8715
Eastern,Ampara,2012,Maha,Rice,253166,908360
Sabaragamuwa,Kegalle,2012,Maha,Tomato,549,11985
Northern,Mullaitivu,2012,Maha,Brinjal,537,5555
Northern,Mannar,2012,Yala,Cabbage,83,2185
Western,Gampaha,2012,Maha,Maize,20986,151750
Southern,Matara,2012,Maha,Rice,11365,42244
North Western,Kurunegala,2012,Maha,Tomato,880,8569
Southern,Hambantota,2013,Maha,Brinjal,555,3580
Western,Colombo,2013,Yala,Cabbage,75,1408
Central,Matale,2013,Yala,Maize,7321,30368
Southern,Matara,2013,Yala,Mango,57493,484781
Sabaragamuwa,Kegalle,2013,Maha,Papaya,70,6853
Western,Kalutara,2013,Maha,Rice,264371,773285
Central,Nuwara Eliya,2013,Maha,Tomato,545,9744
North Central,Anuradhapura,2013,Yala,Brinjal,591,3812
Western,Kalutara,2013,Yala,Cabbage,79,1483
North Central,Polonnaruwa,2013,Yala,Maize,25554,197149
Northern,Kilinochchi,2013,Yala,Rice,98951,402236
Western,Colombo,2013,Maha,Tomato,587,6636
Eastern,Batticaloa,2013,Maha,Banana,1266,45738
North Central,Polonnaruwa,2014,Yala,Brinjal,578,5552
Sabaragamuwa,Ratnapura,2014,Maha,Cabbage,57,147
Eastern,Ampara,2014,Yala,Maize,4682,20048
Uva,Badulla,2014,Yala,Mango,58445,663468
Uva,Badulla,2014,Yala,Papaya,121,9526
Central,Kandy,2014,Yala,Rice,235212,788901
Northern,Jaffna,2014,Yala,Tomato,439,6312
Western,Gampaha,2014,Yala,Brinjal,519,4985
North Western,Kurunegala,2014,Maha,Cabbage,91,235
Sabaragamuwa,Kegalle,2014,Yala,Maize,20950,141433
North Central,Polonnaruwa,2014,Maha,Rice,52830,209894
Eastern,Trincomalee,2014,Yala,Tomato,538,7289
Uva,Badulla,2014,Yala,Rice,288042,998795
Sabaragamuwa,Ratnapura,1997,Yala,Maize,1000,1700
North Western,Kurunegala,1997,Yala,Rice,66300,176900
Western,Colombo,1997,Maha,Maize,100,200
Central,Kandy,1997,Yala,Rice,9000,23900
North Western,Kurunegala,1998,Maha,Maize,700,1400
Sabaragamuwa,Kegalle,1998,Yala,Rice,75100,221700
North Western,Puttalam,1998,Yala,Maize,100,400
Sabaragamuwa,Kegalle,1998,Maha,Rice,20900,44500
Sabaragamuwa,Kegalle,1999,Maha,Maize,669,1901
Southern,Matara,1999,Maha,Rice,81640,225431
North Central,Anuradhapura,1999,Maha,Maize,134,649
Uva,Monaragala,1999,Yala,Rice,12430,35695
Southern,Galle,2000,Maha,Maize,2635,6862
Western,Gampaha,2000,Maha,Rice,93188,307427
Southern,Hambantota,2000,Maha,Maize,175,942
Northern,Mullaitivu,2000,Yala,Rice,13909,38083
Northern,Kilinochchi,2000,Maha,Banana,2327,32282
Uva,Badulla,2001,Yala,Maize,785,2098
North Western,Puttalam,2001,Maha,Rice,43617,121779
North Central,Anuradhapura,2001,Yala,Maize,131,848
Uva,Badulla,2001,Maha,Rice,38162,98534
Sabaragamuwa,Ratnapura,2001,Maha,Banana,2704,29845
Eastern,Trincomalee,2002,Yala,Maize,1966,1905
North Central,Anuradhapura,2002,Yala,Rice,47948,100499
North Central,Anuradhapura,2002,Yala,Maize,631,4373
Sabaragamuwa,Ratnapura,2002,Yala,Rice,10974,24856
Sabaragamuwa,Ratnapura,2002,Maha,Banana,1862,49164
Central,Kandy,2002,Maha,Brinjal,997,29822
Uva,Monaragala,2002,Maha,Cabbage,2,0
Sabaragamuwa,Ratnapura,2002,Maha,Mango,3021,14250
Northern,Mannar,2002,Maha,Papaya,186,24263
Western,Gampaha,2002,Maha,Tomato,21469,142009
Eastern,Batticaloa,2003,Maha,Maize,3534,6064
Uva,Badulla,2003,Yala,Rice,34618,100635
Northern,Mannar,2003,Yala,Maize,1490,8344
North Western,Puttalam,2003,Maha,Rice,4966,11377
Sabaragamuwa,Ratnapura,2003,Maha,Banana,2960,23820
Sabaragamuwa,Ratnapura,2003,Yala,Brinjal,1495,27359
North Central,Polonnaruwa,2003,Maha,Cabbage,11,0
Northern,Jaffna,2003,Yala,Mango,4174,61878
North Central,Polonnaruwa,2003,Maha,Papaya,187,16981
Central,Kandy,2003,Yala,Tomato,19358,293269
North Central,Anuradhapura,2004,Yala,Maize,7241,20782
Central,Matale,2004,Yala,Rice,61465,210702
Central,Matale,2004,Yala,Maize,769,5559
Sabaragamuwa,Ratnapura,2004,Yala,Rice,12058,37549
North Western,Puttalam,2004,Yala,Banana,1302,37774
North Central,Polonnaruwa,2005,Yala,Maize,8188,51380
Northern,Mullaitivu,2005,Yala,Rice,88555,292586
Central,Matale,2005,Maha,Maize,929,6941
Sabaragamuwa,Ratnapura,2005,Yala,Rice,20079,65980
Eastern,Ampara,2005,Yala,Banana,1234,28942
Uva,Monaragala,2006,Maha,Maize,11988,40028
North Western,Puttalam,2006,Maha,Rice,80692,270238
Southern,Matara,2006,Maha,Maize,1731,13116
Eastern,Batticaloa,2006,Maha,Rice,12475,36764
Uva,Monaragala,2006,Maha,Banana,2128,45722
Eastern,Ampara,2007,Maha,Maize,18000,104000
North Central,Polonnaruwa,2007,Yala,Rice,90000,332000
Central,Nuwara Eliya,2007,Maha,Maize,2000,16000
North Western,Puttalam,2007,Maha,Rice,19000,51000
Western,Gampaha,2008,Maha,Maize,17806,90454
Central,Nuwara Eliya,2008,Maha,Rice,84066,279856
Western,Kalutara,2008,Maha,Maize,3512,31011
Uva,Badulla,2008,Yala,Rice,27383,97073
Sabaragamuwa,Kegalle,2008,Maha,Banana,2227,59036
Southern,Hambantota,2009,Yala,Maize,10824,29008
Northern,Mullaitivu,2009,Yala,Rice,81908,256454
Central,Matale,2009,Yala,Maize,4191,30636
North Western,Puttalam,2009,Yala,Rice,44772,157911
Eastern,Ampara,2009,Maha,Banana,2253,55933
North Western,Puttalam,2010,Yala,Maize,14588,78498
Uva,Monaragala,2010,Maha,Rice,104110,291475
Western,Colombo,2010,Yala,Maize,5551,50608
Eastern,Trincomalee,2010,Maha,Rice,32967,105626
Northern,Mullaitivu,2010,Maha,Banana,2018,54942
Northern,Mullaitivu,2011,Maha,Maize,21650,92705
Central,Kandy,2011,Yala,Rice,91984,333882
Uva,Monaragala,2011,Maha,Maize,7852,60924
Sabaragamuwa,Ratnapura,2011,Yala,Rice,14738,46042
Uva,Badulla,2011,Yala,Banana,612,18621
Western,Kalutara,2012,Maha,Brinjal,603,8268
North Western,Puttalam,2012,Yala,Cabbage,8,211
Northern,Vavuniya,2012,Maha,Maize,33567,162162
North Western,Puttalam,2012,Maha,Mango,3352,30765
North Western,Kurunegala,2012,Maha,Papaya,107,11656
North Western,Kurunegala,2012,Yala,Rice,72625,276774
Northern,Mannar,2012,Maha,Tomato,4314,50051
North Central,Polonnaruwa,2012,Maha,Brinjal,265,3633
Western,Colombo,2012,Yala,Cabbage,5,132
Western,Gampaha,2012,Yala,Maize,8739,61925
Eastern,Ampara,2012,Yala,Rice,16840,60102
Uva,Badulla,2012,Yala,Tomato,617,13754
Uva,Monaragala,2013,Maha,Brinjal,266,4558
Southern,Hambantota,2013,Yala,Cabbage,2,38
Uva,Monaragala,2013,Yala,Maize,38761,212333
Northern,Mullaitivu,2013,Yala,Mango,3279,28101
Sabaragamuwa,Ratnapura,2013,Yala,Papaya,77,7538
Central,Nuwara Eliya,2013,Maha,Rice,92596,340383
Southern,Galle,2013,Yala,Tomato,2152,25785
Central,Nuwara Eliya,2013,Yala,Brinjal,396,6785
Western,Gampaha,2013,Maha,Cabbage,35,657
Central,Matale,2013,Yala,Maize,13120,97796
Central,Nuwara Eliya,2013,Maha,Rice,32298,118017
Southern,Hambantota,2013,Yala,Tomato,565,13067
Eastern,Batticaloa,2013,Maha,Banana,1632,51539
North Western,Puttalam,2014,Maha,Brinjal,732,17375
Uva,Badulla,2014,Yala,Cabbage,11,136
Uva,Badulla,2014,Maha,Maize,38554,138717
Northern,Vavuniya,2014,Maha,Mango,3446,21675
Southern,Galle,2014,Maha,Papaya,165,12990
Northern,Jaffna,2014,Maha,Rice,91569,361514
Sabaragamuwa,Ratnapura,2014,Maha,Tomato,2811,38592
Sabaragamuwa,Kegalle,2014,Yala,Brinjal,584,13862
Northern,Mullaitivu,2014,Yala,Cabbage,131,1615
Southern,Hambantota,2014,Yala,Maize,7612,47347
Northern,Vavuniya,2014,Yala,Papaya,5,394
Uva,Badulla,2014,Maha,Rice,23329,82748
North Central,Anuradhapura,2014,Yala,Tomato,618,15300
Central,Matale,2014,Yala,Rice,114898,444262
North Central,Anuradhapura,1997,Yala,Maize,1800,8100
Southern,Matara,1997,Yala,Rice,62000,124300
North Central,Anuradhapura,1997,Maha,Maize,4700,17600
Sabaragamuwa,Ratnapura,1997,Maha,Rice,74200,222100
Western,Kalutara,1998,Yala,Maize,4500,13800
Central,Matale,1998,Yala,Rice,72100,206700
North Western,Puttalam,1998,Maha,Maize,1200,5800
Southern,Galle,1998,Yala,Rice,73800,248900
Central,Matale,1999,Yala,Maize,7137,29383
North Central,Polonnaruwa,1999,Yala,Rice,70189,190583
Sabaragamuwa,Ratnapura,1999,Yala,Maize,3288,15917
Eastern,Trincomalee,1999,Yala,Rice,54885,129541
North Western,Puttalam,2000,Yala,Maize,12141,42093
Central,Matale,2000,Maha,Rice,50601,156559
Sabaragamuwa,Kegalle,2000,Maha,Maize,3137,16890
Sabaragamuwa,Kegalle,2000,Maha,Rice,96893,316840
North Central,Polonnaruwa,2000,Yala,Banana,615,12085
Uva,Monaragala,2001,Maha,Maize,6257,27543
North Central,Polonnaruwa,2001,Yala,Rice,40841,134204
Uva,Badulla,2001,Maha,Maize,2872,18705
Uva,Badulla,2001,Maha,Rice,106540,385888
North Western,Puttalam,2001,Maha,Banana,511,8370
North Central,Anuradhapura,2002,Maha,Maize,6448,168
Eastern,Trincomalee,2002,Maha,Rice,19256,46927
Northern,Mannar,2002,Yala,Maize,2230,11538
Northern,Mannar,2002,Maha,Rice,46223,104325
North Central,Anuradhapura,2002,Yala,Banana,538,10429
North Central,Anuradhapura,2002,Yala,Brinjal,558,7369
North Western,Puttalam,2002,Maha,Mango,5235,16046
North Central,Polonnaruwa,2002,Yala,Papaya,721,94052
Uva,Monaragala,2002,Yala,Tomato,4048,19694
Sabaragamuwa,Kegalle,2003,Maha,Maize,8664,14278
Sabaragamuwa,Ratnapura,2003,Yala,Rice,14621,41992
Uva,Monaragala,2003,Maha,Maize,1538,9142
Southern,Galle,2003,Maha,Rice,31497,79278
Uva,Monaragala,2003,Maha,Banana,82,794
Eastern,Batticaloa,2003,Maha,Brinjal,370,7033
Western,Colombo,2003,Maha,Cabbage,5,0
Central,Kandy,2003,Yala,Mango,5518,15192
Uva,Badulla,2003,Maha,Papaya,160,14530
North Central,Polonnaruwa,2003,Maha,Tomato,4282,38638
North Central,Anuradhapura,2004,Yala,Maize,6393,8145
North Western,Kurunegala,2004,Yala,Rice,27435,95446
Uva,Badulla,2004,Yala,Maize,2906,13940
North Western,Kurunegala,2004,Maha,Rice,66134,220491
Uva,Monaragala,2004,Maha,Banana,89,1793
Central,Nuwara Eliya,2005,Maha,Maize,2860,9058
Western,Colombo,2005,Yala,Rice,54390,144351
Sabaragamuwa,Kegalle,2005,Maha,Maize,3134,20778
Northern,Jaffna,2005,Yala,Rice,95020,340932
Uva,Monaragala,2005,Yala,Banana,90,1510
Western,Kalutara,2006,Maha,Maize,737,2314
Sabaragamuwa,Ratnapura,2006,Maha,Rice,41191,124809
Southern,Matara,2006,Yala,Maize,2728,17216
Central,Kandy,2006,Maha,Rice,79875,297215
North Western,Kurunegala,2006,Maha,Banana,95,1890
North Western,Puttalam,2007,Yala,Maize,1000,3000
North Central,Polonnaruwa,2007,Yala,Rice,47000,173000
Sabaragamuwa,Ratnapura,2007,Maha,Maize,4000,21000
Southern,Matara,2007,Maha,Rice,80000,287000
Western,Kalutara,2008,Yala,Maize,1401,6226
Central,Kandy,2008,Maha,Rice,47434,167774
Sabaragamuwa,Ratnapura,2008,Yala,Maize,5743,30289
Southern,Galle,2008,Yala,Rice,83957,314503
Northern,Kilinochchi,2008,Maha,Banana,452,9320
Uva,Badulla,2009,Maha,Maize,244,605
North Western,Kurunegala,2009,Yala,Rice,32959,117730
Western,Colombo,2009,Maha,Maize,5586,46861
North Western,Kurunegala,2009,Yala,Rice,96240,371390
Western,Colombo,2009,Yala,Banana,382,8794
North Central,Polonnaruwa,2010,Yala,Maize,260,1460
Western,Colombo,2010,Maha,Rice,48878,143300
North Western,Kurunegala,2010,Yala,Maize,8734,73139
Western,Gampaha,2010,Maha,Rice,107903,376150
Northern,Mannar,2010,Yala,Banana,292,7444
North Central,Polonnaruwa,2011,Yala,Maize,587,2629
Western,Colombo,2011,Yala,Rice,39122,134932
Sabaragamuwa,Ratnapura,2011,Maha,Maize,12951,100642
Eastern,Trincomalee,2011,Maha,Rice,79396,292098
Southern,Hambantota,2011,Maha,Banana,430,11455
Eastern,Trincomalee,2012,Maha,Brinjal,297,3072
Eastern,Trincomalee,2012,Maha,Cabbage,31,816
Central,Nuwara Eliya,2012,Maha,Maize,1604,8937
Northern,Mullaitivu,2012,Maha,Mango,6088,46957
Sabaragamuwa,Kegalle,2012,Maha,Papaya,1290,173044
Uva,Monaragala,2012,Maha,Rice,17820,64027
Western,Kalutara,2012,Maha,Tomato,1117,13941
Southern,Hambantota,2012,Maha,Brinjal,295,3052
North Central,Polonnaruwa,2012,Yala,Cabbage,45,1185
Sabaragamuwa,Ratnapura,2012,Yala,Maize,19797,125355
North Western,Puttalam,2012,Maha,Rice,33942,125959
Uva,Badulla,2012,Yala,Tomato,933,10975
Central,Nuwara Eliya,2013,Maha,Brinjal,194,1251
Central,Kandy,2013,Yala,Cabbage,1,19
Sabaragamuwa,Kegalle,2013,Yala,Maize,3012,13006
Eastern,Batticaloa,2013,Maha,Mango,6433,48061
North Western,Kurunegala,2013,Yala,Papaya,918,120534
Central,Matale,2013,Yala,Rice,58034,213391
Southern,Galle,2013,Maha,Tomato,1098,13639
Central,Nuwara Eliya,2013,Yala,Brinjal,237,1529
North Central,Anuradhapura,2013,Maha,Cabbage,26,488
Western,Kalutara,2013,Maha,Maize,20101,161351
Central,Nuwara Eliya,2013,Yala,Rice,80544,318874
North Central,Polonnaruwa,2013,Maha,Tomato,1046,13560
Sabaragamuwa,Kegalle,2013,Maha,Banana,487,9561
Sabaragamuwa,Kegalle,2014,Maha,Brinjal,296,2843
Uva,Badulla,2014,Yala,Maize,1183,4294
Central,Matale,2014,Yala,Mango,6529,54550
Southern,Matara,2014,Yala,Papaya,657,45451
Central,Matale,2014,Yala,Rice,31764,121783
Southern,Galle,2014,Yala,Tomato,770,11070
Northern,Mullaitivu,2014,Maha,Brinjal,248,2382
Uva,Monaragala,2014,Maha,Cabbage,101,1245
Northern,Jaffna,2014,Yala,Maize,15889,127001
Central,Matale,2014,Yala,Rice,73533,284132
Uva,Badulla,2014,Maha,Tomato,1174,15907
Northern,Mullaitivu,2014,Yala,Rice,105297,405915
